"Name","Live Bytes","Live Objects"
"java.util.WeakHashMap","19,968 B (0%)","416 (0%)"
"java.io.ObjectStreamField","19,960 B (0%)","499 (0%)"
"javax.swing.text.html.StyleSheet$ViewAttributeSet","19,896 B (0%)","829 (0%)"
"java.awt.geom.RectIterator","19,768 B (0%)","353 (0%)"
"javax.swing.text.Element[]","19,760 B (0%)","907 (0%)"
"com.intellij.util.containers.ConcurrentSoftValueHashMap$MySoftReference","19,632 B (0%)","409 (0%)"
"com.intellij.util.io.PersistentBTreeEnumerator","19,584 B (0%)","204 (0%)"
"java.util.concurrent.SynchronousQueue$TransferStack$SNode","19,520 B (0%)","610 (0%)"
"com.intellij.ide.ProhibitAWTEvents","19,416 B (0%)","809 (0%)"
"jdk.internal.org.objectweb.asm.Item","19,208 B (0%)","343 (0%)"
"com.intellij.openapi.application.impl.NonBlockingReadActionImpl","19,200 B (0%)","480 (0%)"
"java.lang.Character","19,056 B (0%)","1,191 (0%)"
"com.intellij.serialization.stateProperties.ObjectStoredProperty","18,984 B (0%)","791 (0%)"
"sun.security.util.DerInputStream","18,960 B (0%)","790 (0%)"
"com.intellij.codeInsight.template.impl.TemplateContext","18,960 B (0%)","1,185 (0%)"
"java.lang.Class$AnnotationData","18,864 B (0%)","786 (0%)"
"sun.security.ssl.CipherSuite","18,760 B (0%)","335 (0%)"
"sun.security.x509.RDN","18,576 B (0%)","774 (0%)"
"sun.security.x509.AVA[]","18,576 B (0%)","774 (0%)"
"sun.security.x509.AVA","18,576 B (0%)","774 (0%)"
"com.intellij.util.containers.ConcurrentLongObjectHashMap$Node","18,560 B (0%)","580 (0%)"
"com.intellij.ui.icons.LazyImageIcon$1","18,464 B (0%)","1,154 (0%)"
"com.intellij.util.ui.JBInsets","18,432 B (0%)","576 (0%)"
"sun.nio.fs.UnixFileAttributes","18,304 B (0%)","143 (0%)"
"java.lang.invoke.DirectMethodHandle$Accessor","18,240 B (0%)","456 (0%)"
"javax.swing.text.DefaultStyledDocument$ElementSpec","18,144 B (0%)","567 (0%)"
"com.intellij.openapi.wm.impl.StripeButton","18,144 B (0%)","36 (0%)"
"com.intellij.grazie.speller.rule.ReplacingRule$Descriptor","18,000 B (0%)","750 (0%)"
"it.unimi.dsi.fastutil.ints.Int2IntRBTreeMap$Entry[]","17,952 B (0%)","66 (0%)"
"com.intellij.openapi.progress.util.ProgressIndicatorBase","17,864 B (0%)","203 (0%)"
"java.util.ResourceBundle$BundleReference","17,808 B (0%)","371 (0%)"
"java.util.LinkedHashMap$LinkedEntryIterator","17,664 B (0%)","552 (0%)"
"java.nio.DirectByteBuffer","17,664 B (0%)","276 (0%)"
"java.lang.module.ModuleDescriptor$Exports","17,568 B (0%)","732 (0%)"
"kotlin.reflect.jvm.internal.impl.name.FqNameUnsafe","17,504 B (0%)","547 (0%)"
"java.lang.reflect.Method[]","17,480 B (0%)","210 (0%)"
"com.intellij.idea.IdeaLogger","17,360 B (0%)","1,085 (0%)"
"com.intellij.ide.impl.DataManagerImpl$MyDataContext","17,216 B (0%)","538 (0%)"
"javax.swing.text.DefaultStyledDocument$ElementBuffer$ElemChanges","17,200 B (0%)","430 (0%)"
"java.util.logging.LogManager$LoggerWeakRef","17,040 B (0%)","355 (0%)"
"java.io.DataOutputStream","16,960 B (0%)","424 (0%)"
"com.intellij.openapi.actionSystem.impl.ActionManagerImpl$2","16,880 B (0%)","422 (0%)"
"javax.swing.text.html.StyleSheet$LargeConversionSet","16,800 B (0%)","700 (0%)"
"com.intellij.openapi.editor.impl.view.EditorPainter$Session$1$$Lambda$1650.0x0000000101290c40","16,704 B (0%)","1,044 (0%)"
"com.intellij.util.io.ResizeableMappedFile","16,680 B (0%)","417 (0%)"
"sun.rmi.transport.StreamRemoteCall","16,680 B (0%)","417 (0%)"
"java.io.ObjectOutputStream$BlockDataOutputStream","16,680 B (0%)","417 (0%)"
"com.intellij.util.containers.SmartHashSet","16,464 B (0%)","343 (0%)"
"com.intellij.openapi.util.Key","16,368 B (0%)","682 (0%)"
"kotlin.reflect.jvm.internal.KMutableProperty1Impl","16,320 B (0%)","255 (0%)"
"java.io.DataInputStream","16,096 B (0%)","503 (0%)"
"java.awt.geom.Path2D$Float","16,064 B (0%)","502 (0%)"
"com.intellij.openapi.fileEditor.impl.text.PsiAwareTextEditorImpl$PsiAwareTextEditorComponent$$Lambda$1641.0x0000000101255840","16,008 B (0%)","667 (0%)"
"java.util.concurrent.ConcurrentHashMap$ReservationNode","15,904 B (0%)","497 (0%)"
"com.intellij.openapi.editor.colors.TextAttributesKey","15,888 B (0%)","662 (0%)"
"java.util.regex.Pattern$BmpCharProperty","15,840 B (0%)","660 (0%)"
"java.security.Provider$ServiceKey","15,840 B (0%)","660 (0%)"
"java.util.concurrent.ConcurrentLinkedQueue$Node","15,792 B (0%)","658 (0%)"
"com.intellij.openapi.extensions.impl.BeanExtensionPoint","15,680 B (0%)","280 (0%)"
"java.lang.reflect.Type[]","15,656 B (0%)","649 (0%)"
"java.io.ObjectInputStream$PeekInputStream","15,520 B (0%)","485 (0%)"
"org.apache.batik.css.engine.value.StringMap$Entry","15,520 B (0%)","485 (0%)"
"java.io.ObjectInputStream$HandleTable","15,520 B (0%)","485 (0%)"
"java.util.concurrent.atomic.AtomicInteger","15,424 B (0%)","964 (0%)"
"com.intellij.util.indexing.impl.MapIndexStorage$2","15,344 B (0%)","137 (0%)"
"javax.swing.text.html.parser.ContentModelState","15,168 B (0%)","474 (0%)"
"com.intellij.util.io.PersistentHashMapValueStorage","15,120 B (0%)","189 (0%)"
"javax.swing.text.html.ParagraphView","15,096 B (0%)","111 (0%)"
"com.intellij.psi.stubs.StubFieldAccessor","15,048 B (0%)","627 (0%)"
"com.intellij.psi.tree.IElementType[]","14,928 B (0%)","15 (0%)"
"sun.awt.image.BufImgSurfaceData","14,784 B (0%)","168 (0%)"
"java.lang.ThreadLocal$SuppliedThreadLocal","14,736 B (0%)","614 (0%)"
"java.security.Provider$Service","14,728 B (0%)","263 (0%)"
"sun.font.FontStrikeDesc","14,480 B (0%)","362 (0%)"
"java.io.ObjectStreamClass$ClassDataSlot","14,376 B (0%)","599 (0%)"
"com.intellij.patterns.compiler.PatternCompilerImpl$Node","14,184 B (0%)","591 (0%)"
"javax.swing.text.html.StyleSheet$ResolvedStyle","14,160 B (0%)","590 (0%)"
"com.intellij.openapi.actionSystem.impl.ActionToolbarImpl","14,080 B (0%)","32 (0%)"
"java.util.concurrent.locks.ReentrantReadWriteLock$NonfairSync","13,920 B (0%)","290 (0%)"
"java.util.regex.Pattern$GroupTail","13,920 B (0%)","580 (0%)"
"javax.swing.text.GapContent$StickyPosition","13,896 B (0%)","579 (0%)"
"java.util.regex.Pattern$GroupHead","13,848 B (0%)","577 (0%)"
"com.intellij.codeInsight.daemon.HighlightDisplayKey","13,824 B (0%)","576 (0%)"
"com.intellij.openapi.editor.impl.view.IterationState","13,800 B (0%)","115 (0%)"
"com.intellij.codeInspection.ex.InspectionToolRegistrarKt$registerInspection$factory$1","13,752 B (0%)","573 (0%)"
"com.intellij.util.containers.UnsafeWeakList$MyReference","13,728 B (0%)","429 (0%)"
"jdk.internal.reflect.NativeMethodAccessorImpl","13,680 B (0%)","570 (0%)"
"com.fasterxml.jackson.databind.introspect.AnnotatedMethod","13,640 B (0%)","341 (0%)"
"com.intellij.util.io.PersistentHashMapValueStorage$MyCompressedAppendableFile","13,608 B (0%)","189 (0%)"
"jdk.internal.reflect.NativeConstructorAccessorImpl","13,464 B (0%)","561 (0%)"
"java.lang.ThreadLocal$ThreadLocalMap$Entry","13,440 B (0%)","420 (0%)"
"java.io.ObjectInputStream$FieldValues","13,392 B (0%)","558 (0%)"
"sun.rmi.transport.Transport$1","13,344 B (0%)","417 (0%)"
"sun.rmi.transport.Transport$$Lambda$3398.0x00000001002e5840","13,312 B (0%)","832 (0%)"
"com.intellij.openapi.util.registry.RegistryValue","13,216 B (0%)","236 (0%)"
"javax.swing.text.html.HTMLEditorKit$HTMLFactory$BodyBlockView","13,056 B (0%)","102 (0%)"
"com.intellij.util.containers.WeakValueHashMap","13,008 B (0%)","542 (0%)"
"com.intellij.serialization.PropertyAccessor","12,992 B (0%)","406 (0%)"
"com.intellij.ide.ProhibitAWTEvents$1","12,944 B (0%)","809 (0%)"
"com.intellij.ui.JBColor$$Lambda$336.0x0000000100534c40","12,912 B (0%)","538 (0%)"
"javax.swing.text.html.BlockView","12,768 B (0%)","114 (0%)"
"javax.management.ObjectName$Property","12,696 B (0%)","529 (0%)"
"com.intellij.openapi.options.ConfigurableEP","12,672 B (0%)","144 (0%)"
"java.awt.geom.Rectangle2D$Float","12,640 B (0%)","395 (0%)"
"com.intellij.util.containers.ImmutableList$Itr","12,624 B (0%)","526 (0%)"
"jdk.internal.reflect.DelegatingMethodAccessorImpl","12,592 B (0%)","787 (0%)"
"org.jdom.Text","12,480 B (0%)","520 (0%)"
"kotlin.reflect.jvm.internal.impl.name.FqName","12,408 B (0%)","517 (0%)"
"javax.swing.text.AbstractDocument$ElementEdit","12,384 B (0%)","387 (0%)"
"java.io.ObjectStreamClass$ClassDataSlot[]","12,352 B (0%)","513 (0%)"
"com.intellij.util.messages.impl.MessageBusConnectionImpl","12,312 B (0%)","513 (0%)"
"com.intellij.util.Alarm","12,280 B (0%)","307 (0%)"
"com.intellij.ui.components.panels.NonOpaquePanel","12,240 B (0%)","34 (0%)"
"com.intellij.ui.popup.ComponentPopupBuilderImpl","12,160 B (0%)","95 (0%)"
"javax.swing.KeyStroke","12,120 B (0%)","505 (0%)"
"javax.management.ObjectName","12,096 B (0%)","378 (0%)"
"com.intellij.util.ui.JBFont$JBFontUIResource","12,096 B (0%)","168 (0%)"
"javax.swing.text.ParagraphView$Row","12,064 B (0%)","116 (0%)"
"java.util.regex.Pattern$SliceI","12,024 B (0%)","501 (0%)"
"com.intellij.openapi.editor.impl.view.VisualLineFragmentsIterator$Fragment","12,016 B (0%)","751 (0%)"
"java.util.stream.MatchOps$1MatchSink","12,000 B (0%)","500 (0%)"
"java.util.stream.MatchOps$MatchOp","12,000 B (0%)","500 (0%)"
"java.util.stream.MatchOps$$Lambda$594.0x0000000100742c40","12,000 B (0%)","500 (0%)"
"com.intellij.openapi.actionSystem.impl.ActionMenu","11,968 B (0%)","22 (0%)"
"sun.java2d.loops.ProcessPath$FillData","11,928 B (0%)","497 (0%)"
"sun.java2d.loops.ProcessPath$FillProcessHandler","11,928 B (0%)","497 (0%)"
"java.lang.management.ThreadInfo[]","11,904 B (0%)","68 (0%)"
"java.io.ObjectInputStream$FieldValues[]","11,760 B (0%)","490 (0%)"
"sun.font.FontConfigManager$FontConfigFont","11,680 B (0%)","365 (0%)"
"com.intellij.openapi.editor.impl.view.VisualLinesIterator$Location","11,640 B (0%)","291 (0%)"
"com.intellij.util.indexing.impl.storage.VfsAwareMapReduceIndex","11,616 B (0%)","132 (0%)"
"java.lang.Double","11,592 B (0%)","483 (0%)"
"com.intellij.util.io.ReadWriteDirectBufferWrapper","11,568 B (0%)","241 (0%)"
"com.intellij.psi.codeStyle.CommonCodeStyleSettings","11,520 B (0%)","32 (0%)"
"sun.java2d.DefaultDisposerRecord","11,520 B (0%)","360 (0%)"
"com.intellij.openapi.util.Ref","11,440 B (0%)","715 (0%)"
"javax.swing.text.html.HTMLEditorKit$HTMLFactory$1","11,424 B (0%)","102 (0%)"
"java.awt.image.SinglePixelPackedSampleModel","11,328 B (0%)","236 (0%)"
"java.awt.image.DataBufferInt","11,280 B (0%)","235 (0%)"
"com.intellij.openapi.actionSystem.AnAction[]","11,248 B (0%)","384 (0%)"
"com.intellij.ui.SimpleColoredComponent","11,200 B (0%)","28 (0%)"
"com.intellij.openapi.actionSystem.impl.ActionUpdater$$Lambda$1075.0x0000000100d57c40","11,184 B (0%)","466 (0%)"
"com.intellij.openapi.actionSystem.impl.ActionUpdater$$Lambda$1076.0x0000000100d57040","11,184 B (0%)","466 (0%)"
"com.intellij.openapi.actionSystem.impl.ActionUpdater","11,088 B (0%)","198 (0%)"
"com.intellij.codeInsight.intention.IntentionActionBean","11,088 B (0%)","231 (0%)"
"org.jetbrains.plugins.textmate.language.syntax.SyntaxScopeProxyDescriptor","11,072 B (0%)","346 (0%)"
"com.intellij.serialization.stateProperties.StatePropertyFactoryImpl$obj$1","11,072 B (0%)","346 (0%)"
"java.util.HashMap$KeyIterator","10,920 B (0%)","273 (0%)"
"com.intellij.codeInsight.intention.impl.config.IntentionActionWrapper","10,920 B (0%)","455 (0%)"
"jdk.internal.math.FDBigInteger","10,912 B (0%)","341 (0%)"
"it.unimi.dsi.fastutil.ints.Int2ObjectRBTreeMap$Entry[]","10,880 B (0%)","40 (0%)"
"java.awt.BorderLayout","10,864 B (0%)","194 (0%)"
"org.graalvm.visualvm.lib.jfluid.server.ClassLoaderManager","10,816 B (0%)","338 (0%)"
"sun.java2d.loops.FontInfo","10,808 B (0%)","193 (0%)"
"com.intellij.codeInsight.intention.impl.config.IntentionActionMetaData","10,752 B (0%)","224 (0%)"
"java.io.File","10,688 B (0%)","334 (0%)"
"it.unimi.dsi.fastutil.ints.Int2ObjectOpenHashMap","10,624 B (0%)","166 (0%)"
"java.util.logging.LogManager$LogNode","10,592 B (0%)","331 (0%)"
"com.intellij.openapi.actionSystem.impl.StubItem","10,560 B (0%)","22 (0%)"
"jdk.internal.reflect.UnsafeBooleanFieldAccessorImpl","10,528 B (0%)","329 (0%)"
"com.intellij.serialization.FieldAccessor","10,480 B (0%)","655 (0%)"
"java.util.LinkedHashSet","10,416 B (0%)","651 (0%)"
"sun.java2d.xr.DirtyRegion","10,400 B (0%)","325 (0%)"
"jdk.internal.org.objectweb.asm.Item[]","10,400 B (0%)","10 (0%)"
"com.intellij.ui.components.JBScrollBar","10,368 B (0%)","27 (0%)"
"com.intellij.util.lang.ClasspathCache$NameFilter","10,344 B (0%)","431 (0%)"
"java.util.concurrent.locks.ReentrantLock","10,304 B (0%)","644 (0%)"
"java.io.FileDescriptor","10,280 B (0%)","257 (0%)"
"javax.swing.text.html.StyleSheet$SelectorMapping","10,200 B (0%)","425 (0%)"
"java.net.URI","10,160 B (0%)","127 (0%)"
"jdk.internal.ref.Cleaner","10,120 B (0%)","253 (0%)"
"java.rmi.server.ObjID","10,104 B (0%)","421 (0%)"
"com.intellij.openapi.editor.impl.view.EditorPainter$Session","10,064 B (0%)","74 (0%)"
"java.io.ObjectOutputStream$ReplaceTable","10,008 B (0%)","417 (0%)"
"java.beans.PropertyChangeEvent","9,984 B (0%)","312 (0%)"
"com.intellij.openapi.wm.impl.WindowInfoImpl","9,944 B (0%)","113 (0%)"
"sun.reflect.generics.factory.CoreReflectionFactory","9,936 B (0%)","414 (0%)"
"java.util.concurrent.atomic.AtomicLong","9,936 B (0%)","414 (0%)"
"com.intellij.util.ui.JBImageIcon","9,888 B (0%)","206 (0%)"
"com.intellij.util.FilteringProcessor","9,864 B (0%)","411 (0%)"
"sun.java2d.StateTrackableDelegate","9,792 B (0%)","408 (0%)"
"sun.security.x509.X500Name","9,744 B (0%)","203 (0%)"
"sun.reflect.generics.reflectiveObjects.ParameterizedTypeImpl","9,720 B (0%)","405 (0%)"
"java.util.ImmutableCollections$Set12","9,720 B (0%)","405 (0%)"
"com.intellij.ui.components.JBViewport","9,600 B (0%)","24 (0%)"
"javax.swing.plaf.basic.BasicHTML$BasicDocument","9,600 B (0%)","100 (0%)"
"java.awt.image.BufferedImage","9,560 B (0%)","239 (0%)"
"java.lang.invoke.BoundMethodHandle$Species_LL","9,560 B (0%)","239 (0%)"
"sun.java2d.loops.Blit","9,552 B (0%)","199 (0%)"
"com.intellij.openapi.actionSystem.impl.ActionUpdater$UpdateStrategy","9,504 B (0%)","396 (0%)"
"jdk.internal.reflect.DelegatingConstructorAccessorImpl","9,472 B (0%)","592 (0%)"
"java.util.regex.Pattern$Branch","9,440 B (0%)","295 (0%)"
"java.util.regex.Matcher","9,432 B (0%)","131 (0%)"
"sun.security.x509.AlgorithmId","9,408 B (0%)","294 (0%)"
"javax.swing.ArrayTable","9,376 B (0%)","586 (0%)"
"com.fasterxml.jackson.databind.introspect.AnnotationMap","9,360 B (0%)","585 (0%)"
"io.netty.util.Recycler$DefaultHandle[]","9,360 B (0%)","9 (0%)"
"java.lang.invoke.LambdaFormEditor$Transform","9,352 B (0%)","167 (0%)"
"com.intellij.util.containers.SLRUMap","9,320 B (0%)","233 (0%)"
"java.util.regex.Pattern$Node[]","9,296 B (0%)","295 (0%)"
"java.util.HashMap$Values","9,248 B (0%)","578 (0%)"
"java.io.FileCleanable","9,240 B (0%)","165 (0%)"
"javax.swing.JLabel","9,200 B (0%)","23 (0%)"
"com.intellij.openapi.editor.impl.view.IterationState$HighlighterSweep","9,200 B (0%)","230 (0%)"
"com.intellij.codeInspection.ex.InspectionProfileImpl$$Lambda$916.0x0000000100b82c40","9,168 B (0%)","573 (0%)"
"com.intellij.util.io.IntToIntBtree$BtreeIndexNodeView","9,120 B (0%)","228 (0%)"
"com.intellij.ui.components.TwoWayAnimator$MyAnimator","9,088 B (0%)","142 (0%)"
"com.intellij.util.io.PersistentHashMap$4","9,072 B (0%)","189 (0%)"
"java.util.LinkedHashMap$LinkedEntrySet","9,072 B (0%)","567 (0%)"
"java.util.zip.ZipFile$Source","9,024 B (0%)","141 (0%)"
"com.intellij.openapi.application.impl.FlushQueue$RunnableInfo","8,896 B (0%)","278 (0%)"
"java.lang.invoke.MethodHandle[]","8,832 B (0%)","184 (0%)"
"sun.font.StrikeCache$SoftDisposerRef","8,736 B (0%)","182 (0%)"
"sun.font.FontStrikeDisposer","8,736 B (0%)","182 (0%)"
"com.intellij.openapi.ui.JBPopupMenu","8,624 B (0%)","22 (0%)"
"sun.java2d.xr.XRRenderer$XRDrawHandler","8,624 B (0%)","154 (0%)"
"com.intellij.util.indexing.impl.storage.VfsAwareMapIndexStorage","8,576 B (0%)","134 (0%)"
"javax.swing.plaf.FontUIResource","8,568 B (0%)","119 (0%)"
"io.netty.buffer.PoolSubpage[]","8,560 B (0%)","5 (0%)"
"com.intellij.configurationStore.StateStorageManagerImpl$MyFileStorage","8,512 B (0%)","133 (0%)"
"javax.swing.text.GapContent$MarkData[]","8,496 B (0%)","210 (0%)"
"com.intellij.openapi.vfs.impl.local.WatchRootsManager$SymlinkData","8,480 B (0%)","265 (0%)"
"com.intellij.openapi.vfs.newvfs.impl.VirtualFileImpl","8,384 B (0%)","262 (0%)"
"com.intellij.ui.Gray","8,384 B (0%)","262 (0%)"
"com.intellij.openapi.actionSystem.impl.ActionUpdater$$Lambda$1077.0x0000000100d56840","8,376 B (0%)","349 (0%)"
"com.intellij.openapi.vfs.newvfs.impl.VirtualDirectoryImpl","8,360 B (0%)","209 (0%)"
"java.util.LinkedList","8,320 B (0%)","260 (0%)"
"com.intellij.util.io.keyStorage.AppendableStorageBackedByResizableMappedFile","8,288 B (0%)","148 (0%)"
"javax.swing.text.AbstractDocument$DefaultDocumentEvent","8,256 B (0%)","172 (0%)"
"kotlin.reflect.jvm.internal.KCallableImpl$_typeParameters$1","8,256 B (0%)","344 (0%)"
"kotlin.reflect.jvm.internal.KCallableImpl$_parameters$1","8,256 B (0%)","344 (0%)"
"javax.swing.event.UndoableEditEvent","8,256 B (0%)","344 (0%)"
"kotlin.reflect.jvm.internal.KCallableImpl$_annotations$1","8,256 B (0%)","344 (0%)"
"kotlin.reflect.jvm.internal.KCallableImpl$_returnType$1","8,256 B (0%)","344 (0%)"
"sun.reflect.generics.repository.ClassRepository","8,224 B (0%)","257 (0%)"
"com.intellij.openapi.util.Couple","8,184 B (0%)","341 (0%)"
"com.intellij.util.ui.JBEmptyBorder","8,160 B (0%)","255 (0%)"
"com.intellij.psi.impl.source.tree.LeafPsiElement","8,160 B (0%)","204 (0%)"
"javax.swing.text.html.CSS$FontSize","8,128 B (0%)","254 (0%)"
"com.intellij.openapi.editor.impl.view.VisualLineFragmentsIterator$$Lambda$3410.0x0000000100138c40","8,112 B (0%)","338 (0%)"
"com.intellij.openapi.util.LowMemoryWatcher","8,064 B (0%)","336 (0%)"
"java.util.jar.JarFile$JarFileEntry","8,064 B (0%)","84 (0%)"
"kotlin.SafePublicationLazyImpl","8,064 B (0%)","336 (0%)"
"java.nio.DirectByteBuffer$Deallocator","8,064 B (0%)","252 (0%)"
"com.intellij.AbstractBundle$$Lambda$726.0x00000001008ef840","8,040 B (0%)","335 (0%)"
"org.jetbrains.plugins.textmate.language.preferences.TextMateBracePair","8,032 B (0%)","502 (0%)"
"kotlin.reflect.jvm.internal.KPropertyImpl$_descriptor$1","7,992 B (0%)","333 (0%)"
"kotlin.reflect.jvm.internal.KPropertyImpl$_javaField$1","7,992 B (0%)","333 (0%)"
"sun.reflect.generics.scope.ClassScope","7,968 B (0%)","332 (0%)"
"kotlin.reflect.jvm.internal.KProperty1Impl$_getter$1","7,968 B (0%)","332 (0%)"
"kotlin.reflect.jvm.internal.KProperty1Impl$delegateField$1","7,968 B (0%)","332 (0%)"
"char[][]","7,880 B (0%)","111 (0%)"
"sun.font.FontFamily","7,872 B (0%)","164 (0%)"
"sun.java2d.loops.ScaledBlit","7,824 B (0%)","163 (0%)"
"com.intellij.psi.tree.TokenSet","7,808 B (0%)","244 (0%)"
"java.io.ObjectInputStream$ValidationList","7,760 B (0%)","485 (0%)"
"sun.security.x509.X509CertImpl","7,760 B (0%)","97 (0%)"
"jdk.internal.reflect.UnsafeObjectFieldAccessorImpl","7,744 B (0%)","242 (0%)"
"java.util.Collections$SetFromMap","7,704 B (0%)","321 (0%)"
"javax.swing.text.html.CSSBorder","7,616 B (0%)","476 (0%)"
"com.intellij.serialization.stateProperties.EnumStoredProperty","7,584 B (0%)","237 (0%)"
"java.util.HashMap$EntryIterator","7,560 B (0%)","189 (0%)"
"java.lang.module.ModuleDescriptor$Requires","7,520 B (0%)","235 (0%)"
"com.intellij.ide.plugins.IdeaPluginDescriptorImpl","7,488 B (0%)","52 (0%)"
"sun.font.FontFamily$FontAndStyle","7,440 B (0%)","310 (0%)"
"com.intellij.psi.search.scope.packageSet.CustomScopesProvider$$Lambda$1474.0x000000010107ec40","7,424 B (0%)","464 (0%)"
"org.apache.batik.css.engine.value.StringValue","7,416 B (0%)","309 (0%)"
"sun.java2d.xr.XRSurfaceDataProxy","7,392 B (0%)","154 (0%)"
"sun.java2d.xr.XRDrawLine","7,392 B (0%)","154 (0%)"
"gnu.trove.TObjectHashIterator","7,360 B (0%)","230 (0%)"
"com.intellij.openapi.editor.impl.view.IterationState$HighlighterSweep$1","7,360 B (0%)","230 (0%)"
"com.intellij.serialization.stateProperties.FloatStoredProperty","7,328 B (0%)","229 (0%)"
"java.util.ArrayDeque","7,248 B (0%)","302 (0%)"
"java.lang.Package$VersionInfo","7,240 B (0%)","181 (0%)"
"java.util.regex.Pattern$$Lambda$8.0x0000000100064440","7,176 B (0%)","299 (0%)"
"sun.font.PhysicalFont[]","7,176 B (0%)","52 (0%)"
"java.util.regex.Pattern$CharPropertyGreedy","7,152 B (0%)","298 (0%)"
"java.util.regex.Pattern$Slice","7,104 B (0%)","296 (0%)"
"java.util.LinkedList$Node","7,104 B (0%)","296 (0%)"
"java.beans.MethodDescriptor","7,056 B (0%)","126 (0%)"
"com.jetbrains.python.psi.PyElementType","7,040 B (0%)","220 (0%)"
"java.util.concurrent.locks.ReentrantReadWriteLock","7,008 B (0%)","292 (0%)"
"sun.security.util.MemoryCache$SoftCacheEntry","7,000 B (0%)","125 (0%)"
"javax.swing.text.html.StyleSheet","6,976 B (0%)","109 (0%)"
"java.util.regex.Pattern$BitClass","6,960 B (0%)","290 (0%)"
"com.intellij.ide.plugins.cl.PluginClassLoader","6,936 B (0%)","51 (0%)"
"java.lang.module.ModuleDescriptor","6,912 B (0%)","108 (0%)"
"io.netty.buffer.PoolThreadCache$SubPageMemoryRegionCache","6,912 B (0%)","216 (0%)"
"sun.security.x509.RDN[]","6,904 B (0%)","203 (0%)"
"com.intellij.util.xmlb.NestedBinding[]","6,840 B (0%)","171 (0%)"
"javax.management.remote.rmi.RMIConnectionImpl$CombinedClassLoader","6,776 B (0%)","77 (0%)"
"javax.management.remote.rmi.RMIConnectionImpl$CombinedClassLoader$ClassLoaderWrapper","6,776 B (0%)","77 (0%)"
"com.intellij.openapi.progress.impl.CoreProgressManager$$Lambda$305.0x000000010050ec40","6,720 B (0%)","280 (0%)"
"com.intellij.openapi.progress.ProgressManager$$Lambda$705.0x00000001008c1840","6,696 B (0%)","279 (0%)"
"sun.java2d.xr.MutableInteger","6,688 B (0%)","418 (0%)"
"java.util.Stack","6,688 B (0%)","209 (0%)"
"jdk.internal.loader.AbstractClassLoaderValue$Sub","6,672 B (0%)","278 (0%)"
